x,y,c
-73.9844,40.7647,2
-73.9881,40.7698,2
-73.9752,40.7504,2
-73.9732,40.7444,2
-73.9873,40.7686,2
-73.9754,40.7525,2
-73.9743,40.751,2
-73.9845,40.765,2
-73.972,40.7533,2
-73.9753,40.7511,2
-73.9751,40.7521,2
-73.9747,40.7562,2
-73.9808,40.7583,2
-73.9889,40.7685,2
-73.9715,40.7505,2
-73.981,40.7419,2
-73.9727,40.7538,2
-73.9746,40.7533,2
-73.9747,40.742,2
-73.9778,40.7535,2
-73.9836,40.7665,2
-73.9834,40.762,2
-73.984,40.7608,2
-73.9835,40.7401,2
-73.9713,40.7513,2
-73.9777,40.7523,2
-73.9847,40.7612,2
-73.9795,40.7615,2
-73.9766,40.7443,2
-73.9752,40.7519,2
-73.9824,40.7572,2
-73.9875,40.7687,2
-73.9828,40.7398,2
-73.9721,40.7475,2
-73.9889,40.7692,2
-73.9818,40.7629,2
-73.9821,40.763,2
-73.9821,40.7589,2
-73.9808,40.7614,2
-73.9818,40.7579,2
-73.9743,40.7556,2
-73.9766,40.7582,2
-73.9761,40.7538,2
-73.9824,40.74,2
-73.9863,40.7673,2
-73.9807,40.7423,2
-73.9818,40.7407,2
-73.9865,40.7665,2
-73.9714,40.7511,2
-73.9779,40.7526,2
-73.982,40.7645,2
-73.9731,40.7368,2
-73.9802,40.7605,2
-73.9832,40.7584,2
-73.9747,40.7544,2
-73.9745,40.7421,2
-73.9856,40.7611,2
-73.9826,40.7394,2
-73.9848,40.7676,2
-73.9861,40.7621,2
-73.9831,40.7622,2
-73.975,40.7525,2
-73.9732,40.7441,2
-73.9781,40.752,2
-73.9785,40.753,2
-73.9813,40.7636,2
-73.9778,40.7547,2
-73.985,40.76,2
-73.9793,40.7405,2
-73.9746,40.7563,2
-73.9758,40.7399,2
-73.9715,40.7466,2
-73.9715,40.7515,2
-73.9832,40.7631,2
-73.9885,40.7692,2
-73.9769,40.7516,2
-73.9816,40.7607,2
-73.9825,40.7642,2
-73.9843,40.7656,2
-73.9821,40.7636,2
-73.9781,40.7531,2
-73.9801,40.7544,2
-73.9767,40.7518,2
-73.9818,40.741,2
-73.9754,40.7493,2
-73.9823,40.7605,2
-73.9725,40.7523,2
-73.9805,40.7546,2
-73.9874,40.7644,2
-73.9842,40.7592,2
-73.9749,40.7566,2
-73.9752,40.7525,2
-73.9768,40.7434,2
-73.9845,40.761,2
-73.9803,40.7542,2
-73.9791,40.7604,2
-73.9776,40.7428,2
-73.9809,40.7421,2
-73.9793,40.7397,2
-73.9736,40.7479,2
-73.9756,40.7538,2
-73.9742,40.7473,2
-73.9817,40.7395,2
-73.9793,40.7544,2
-73.9843,40.7599,2
-73.9708,40.7517,2
-73.9752,40.7444,2
-73.9844,40.7601,2
-73.9825,40.7627,2
-73.9805,40.7608,2
-73.9735,40.7481,2
-73.9909,40.766,2
-73.9786,40.7528,2
-73.9837,40.7588,2
-73.9733,40.747,2
-73.9859,40.7658,2
-73.9785,40.7414,2
-73.9775,40.7517,2
-73.9752,40.7524,2
-73.9728,40.7524,2
-73.9799,40.7612,2
-73.9912,40.7705,2
-73.9881,40.763,2
-73.9722,40.7458,2
-73.9763,40.7399,2
-73.9751,40.746,2
-73.9768,40.7579,2
-73.9771,40.7538,2
-73.9792,40.7403,2
-73.9813,40.7415,2
-73.9764,40.7556,2
-73.9818,40.7407,2
-73.981,40.7421,2
-73.9745,40.7424,2
-73.9845,40.7607,2
-73.9783,40.7532,2
-73.9746,40.7422,2
-73.9885,40.7694,2
-73.9769,40.7544,2
-73.9774,40.759,2
-73.9872,40.7687,2
-73.9824,40.7583,2
-73.9785,40.7582,2
-73.9754,40.749,2
-73.9737,40.7484,2
-73.9793,40.7576,2
-73.9863,40.7624,2
-73.9786,40.7584,2
-73.982,40.7646,2
-73.9781,40.7532,2
-73.9858,40.7627,2
-73.9818,40.7579,2
-73.9709,40.7482,2
-73.974,40.7516,2
-73.9751,40.7418,2
-73.9773,40.7564,2
-73.9812,40.7616,2
-73.9845,40.7589,2
-73.9799,40.7556,2
-73.9733,40.7515,2
-73.982,40.7643,2
-73.9755,40.7558,2
-73.9824,40.7407,2
-73.9791,40.7561,2
-73.982,40.7576,2
-73.9776,40.7517,2
-73.9883,40.764,2
-73.975,40.7417,2
-73.9708,40.7519,2
-73.9842,40.7655,2
-73.9714,40.7515,2
-73.984,40.7602,2
-73.9774,40.7536,2
-73.9764,40.7518,2
-73.9753,40.7413,2
-73.9883,40.7643,2
-73.976,40.7407,2
-73.9849,40.76,2
-73.9882,40.7645,2
-73.9735,40.7539,2
-73.9756,40.7555,2
-73.9873,40.7685,2
-73.9808,40.7635,2
-73.9784,40.7602,2
-73.9866,40.7615,2
-73.9797,40.7395,2
-73.99,40.7673,2
-73.9732,40.7437,2
-73.9867,40.7615,2
-73.9751,40.7445,2
-73.9736,40.7547,2
-73.9788,40.7534,2
-73.9773,40.7547,2
-73.9828,40.7628,2
-73.982,40.7611,2
-73.9833,40.7648,2
-73.9781,40.7523,2
-73.9808,40.7567,2
-73.9818,40.7632,2
-73.9817,40.762,2
-73.9858,40.7631,2
-73.9803,40.7599,2
-73.9841,40.7647,2
-73.9838,40.7599,2
-73.9798,40.7607,2
-73.9846,40.7611,2
-73.9747,40.7564,2
-73.9893,40.7681,2
-73.9876,40.7706,2
-73.976,40.7572,2
-73.9831,40.7591,2
-73.9709,40.7484,2
-73.9853,40.7602,2
-73.9727,40.749,2
-73.9767,40.7525,2
-73.973,40.7486,2
-73.9738,40.7509,2
-73.9744,40.742,2
-73.9786,40.7524,2
-73.9791,40.7587,2
-73.9853,40.7633,2
-73.9787,40.7592,2
-73.98,40.759,2
-73.9768,40.7393,2
-73.9714,40.7501,2
-73.9768,40.7526,2
-73.9832,40.7627,2
-73.9858,40.7605,2
-73.973,40.7489,2
-73.9843,40.7651,2
-73.976,40.757,2
-73.984,40.7605,2
-73.9735,40.7531,2
-73.9796,40.7397,2
-73.9804,40.7427,2
-73.9808,40.7421,2
-73.9811,40.7596,2
-73.9841,40.7655,2
-73.9742,40.7429,2
-73.979,40.7407,2
-73.9886,40.7641,2
-73.9722,40.7511,2
-73.9774,40.7517,2
-73.9756,40.7459,2
-73.978,40.7426,2
-73.9828,40.7612,2
-73.9737,40.7481,2
-73.9777,40.7581,2
-73.9751,40.7565,2
-73.9754,40.7496,2
-73.9737,40.7436,2
-73.978,40.7523,2
-73.9875,40.7655,2
-73.983,40.7624,2
-73.9847,40.7674,2
-73.9913,40.7707,2
-73.9882,40.7695,2
-73.9732,40.7535,2
-73.9837,40.7659,2
-73.982,40.7403,2
-73.9785,40.753,2
-73.9864,40.7619,2
-73.9797,40.7398,2
-73.9779,40.7601,2
-73.982,40.7624,2
-73.9838,40.7616,2
-73.9736,40.7435,2
-73.9737,40.7515,2
-73.9759,40.7564,2
-73.9742,40.7476,2
-73.9748,40.7484,2
-73.9776,40.7577,2
-73.9777,40.7521,2
-73.9797,40.755,2
-73.9752,40.756,2
-73.9783,40.759,2
-73.9769,40.7559,2
-73.9926,40.7685,2
-73.9815,40.7413,2
-73.9773,40.752,2
-73.9875,40.7704,2
-73.9808,40.7587,2
-73.9834,40.7659,2
-73.978,40.7532,2
-73.9925,40.7684,2
-73.974,40.75,2
-73.9798,40.7553,2
-73.9774,40.7546,2
-73.9812,40.7414,2
-73.9904,40.7719,2
-73.9868,40.7613,2
-73.9848,40.7643,2
-73.9755,40.7517,2
-73.9845,40.7641,2
-73.9748,40.7509,2
-73.9843,40.7647,2
-73.9817,40.7635,2
-73.9765,40.7519,2
-73.9726,40.7434,2
-73.9782,40.7524,2
-73.9789,40.7537,2
-73.9781,40.7533,2
-73.9729,40.7527,2
-73.9791,40.756,2
-73.9779,40.7524,2
-73.981,40.7589,2
-73.9776,40.7548,2
-73.9766,40.7442,2
-73.976,40.7551,2
-73.9856,40.7606,2
-73.9875,40.7689,2
-73.9868,40.7639,2
-73.9835,40.7616,2
-73.9758,40.7516,2
-73.9714,40.7511,2
-73.9875,40.7705,2
-73.9718,40.7463,2
-73.984,40.7603,2
-73.9756,40.7445,2
-73.9824,40.7624,2
-73.984,40.7653,2
-73.9768,40.7434,2
-73.9768,40.7397,2
-73.9832,40.7645,2
-73.9721,40.7506,2
-73.9777,40.7425,2
-73.9743,40.7555,2
-73.975,40.7416,2
-73.9777,40.7581,2
-73.9813,40.7591,2
-73.9828,40.7395,2
-73.9846,40.7606,2
-73.971,40.7482,2
-73.9762,40.7444,2
-73.9755,40.7454,2
-73.9773,40.7539,2
-73.982,40.7572,2
-73.9818,40.7406,2
-73.9827,40.7642,2
-73.9755,40.7519,2
-73.9748,40.7503,2
-73.9725,40.7496,2
-73.9781,40.754,2
-73.9814,40.7603,2
-73.9762,40.7529,2
-73.9784,40.7594,2
-73.9813,40.7607,2
-73.9808,40.7418,2
-73.9864,40.7647,2
-73.9742,40.7491,2
-73.9712,40.7505,2
-73.9757,40.7525,2
-73.9812,40.7627,2
-73.9752,40.7413,2
-73.9823,40.7629,2
-73.9754,40.7414,2
-73.9773,40.7581,2
-73.9921,40.7694,2
-73.967,40.7365,2
-73.9781,40.7571,2
-73.9746,40.7421,2
-73.978,40.7562,2
-73.9804,40.7612,2
-73.9791,40.756,2
-73.9893,40.7682,2
-73.9884,40.7641,2
-73.9723,40.752,2
-73.9752,40.7547,2
-73.973,40.7443,2
-73.9893,40.7682,2
-73.9784,40.7414,2
-73.985,40.7642,2
-73.9833,40.7616,2
-73.9854,40.7634,2
-73.9824,40.7569,2
-73.9899,40.7693,2
-73.9768,40.7586,2
-73.9816,40.7596,2
-73.9737,40.752,2
-73.9767,40.7559,2
-73.9799,40.7394,2
-73.9738,40.7492,2
-73.985,40.7606,2
-73.9821,40.7608,2
-73.9754,40.7544,2
-73.9711,40.7516,2
-73.9746,40.7422,2
-73.9784,40.7529,2
-73.9753,40.75,2
-73.978,40.7571,2
-73.9721,40.75,2
-73.9915,40.7702,2
-73.9805,40.7623,2
-73.9746,40.7419,2
-73.9742,40.743,2
-73.9718,40.7505,2
-73.971,40.752,2
-73.9782,40.7533,2
-73.9747,40.7505,2
-73.9813,40.7594,2
-73.9777,40.7581,2
-73.9748,40.7558,2
-73.9742,40.7495,2
-73.9786,40.7413,2
-73.9878,40.7688,2
-73.9859,40.7606,2
-73.974,40.7506,2
-73.9768,40.7545,2
-73.9735,40.7526,2
-73.9814,40.7411,2
-73.9736,40.7439,2
-73.9752,40.746,2
-73.978,40.7545,2
-73.985,40.7643,2
-73.9886,40.7642,2
-73.977,40.7582,2
-73.9745,40.7531,2
-73.9787,40.7561,2
-73.9749,40.7419,2
-73.9712,40.748,2
-73.9752,40.7523,2
-73.9793,40.761,2
-73.9915,40.7704,2
-73.9795,40.7398,2
-73.9912,40.7705,2
-73.9823,40.763,2
-73.9783,40.7521,2
-73.9811,40.761,2
-73.9766,40.7511,2
-73.9825,40.7588,2
-73.9763,40.7445,2
-73.983,40.7591,2
-73.9792,40.7594,2
-73.9821,40.7628,2
-73.9845,40.7649,2
-73.9807,40.7609,2
-73.9747,40.7535,2
-73.9774,40.7381,2
-73.9796,40.7594,2
-73.9813,40.7638,2
-73.9743,40.7492,2
-73.9841,40.7653,2
-73.9908,40.7662,2
-73.9797,40.755,2
-73.9742,40.7522,2
-73.9721,40.7502,2
-73.9698,40.7507,2
-73.976,40.742,2
-73.9808,40.759,2
-73.971,40.7518,2
-73.9828,40.7574,2
-73.9748,40.7529,2
-73.9822,40.7624,2
-73.9874,40.7695,2
-73.9763,40.7514,2
-73.9869,40.7627,2
-73.9756,40.7521,2
-73.9847,40.7619,2
-73.9839,40.7653,2
-73.9735,40.7526,2
-73.9767,40.7515,2
-73.9733,40.7439,2
-73.9739,40.7521,2
-73.9704,40.7511,2
-73.9734,40.7438,2
-73.9903,40.7667,2
-73.9782,40.7521,2
-73.9708,40.7503,2
-73.9755,40.7513,2
-73.9868,40.7692,2
-73.9773,40.754,2
-73.9719,40.7462,2
-73.9785,40.7561,2
-73.9812,40.7417,2
-73.9791,40.758,2
-73.9776,40.755,2
-73.9762,40.7522,2
-73.976,40.7446,2
-73.9767,40.7587,2
-73.9823,40.7636,2
-73.9744,40.7527,2
-73.9841,40.7604,2
-73.9748,40.7493,2
-73.9746,40.7525,2
-73.9873,40.7709,2
-73.9783,40.7568,2
-73.9777,40.7533,2
-73.9831,40.7612,2
-73.9717,40.7462,2
-73.978,40.7545,2
-73.9852,40.7621,2
-73.9848,40.7643,2
-73.9745,40.7421,2
-73.9873,40.7656,2
-73.9866,40.7643,2
-73.9733,40.7471,2
-73.9865,40.7617,2
-73.9779,40.7546,2
-73.9911,40.7659,2
-73.9753,40.7501,2
-73.9742,40.7509,2
-73.9747,40.742,2
-73.9781,40.7534,2
-73.98,40.7625,2
-73.982,40.7407,2
-73.9746,40.7422,2
-73.9855,40.7606,2
-73.9816,40.7599,2
-73.9774,40.7385,2
-73.9758,40.7408,2
-73.9818,40.7636,2
-73.9753,40.7522,2
-73.9754,40.7455,2
-73.9728,40.7433,2
-73.9763,40.7395,2
-73.9768,40.7517,2
-73.9875,40.7709,2
-73.9746,40.7528,2
-73.9842,40.7632,2
-73.9923,40.769,2
-73.9718,40.7506,2
-73.9765,40.7527,2
-73.9779,40.7582,2
-73.9783,40.7596,2
-73.9755,40.7454,2
-73.9728,40.7492,2
-73.9799,40.7552,2
-73.9777,40.7521,2
-73.9781,40.7597,2
-73.9759,40.7408,2
-73.9756,40.752,2
-73.9865,40.7621,2
-73.9781,40.7575,2
-73.9794,40.7556,2
-73.9717,40.7464,2
-73.9803,40.7605,2
-73.9871,40.7659,2
-73.9753,40.7523,2
-73.9793,40.7606,2
-73.9739,40.7439,2
-73.9809,40.7602,2
-73.9839,40.7596,2
-73.9764,40.7511,2
-73.9745,40.7486,2
-73.9774,40.758,2
-73.9727,40.7533,2
-73.9707,40.7477,2
-73.9834,40.7609,2
-73.9736,40.7479,2
-73.9766,40.7396,2
-73.9776,40.7535,2
-73.9859,40.7623,2
-73.9749,40.7557,2
-73.9853,40.7597,2
-73.9761,40.7516,2
-73.9781,40.7593,2
-73.9756,40.7565,2
-73.9877,40.7705,2
-73.9778,40.7545,2
-73.9872,40.7709,2
-73.9796,40.7552,2
-73.9786,40.7528,2
-73.9892,40.7683,2
-73.9833,40.7662,2
-73.9723,40.7497,2
-73.9895,40.7677,2
-73.9737,40.7535,2
-73.9733,40.7439,2
-73.9752,40.746,2
-73.9739,40.743,2
-73.9781,40.7588,2
-73.9785,40.7574,2
-73.9765,40.7557,2
-73.9726,40.7434,2
-73.9724,40.75,2
-73.9773,40.7543,2
-73.9778,40.742,2
-73.9868,40.7661,2
-73.9725,40.7406,2
-73.9867,40.7614,2
-73.9758,40.7449,2
-73.9825,40.7595,2
-73.9848,40.7591,2
-73.9817,40.7413,2
-73.9761,40.7575,2
-73.9757,40.7564,2
-73.9748,40.742,2
-73.977,40.7391,2
-73.973,40.7484,2
-73.9795,40.7399,2
-73.9869,40.7665,2
-73.9848,40.765,2
-73.9747,40.742,2
-73.9741,40.7473,2
-73.9839,40.7637,2
-73.9877,40.7655,2
-73.9924,40.7683,2
-73.9861,40.761,2
-73.9762,40.7443,2
-73.9858,40.7618,2
-73.9779,40.7577,2
-73.9852,40.7606,2
-73.9755,40.7515,2
-73.9864,40.767,2
-73.9836,40.7664,2
-73.9695,40.7491,2
-73.9741,40.7511,2
-73.9806,40.7586,2
-73.9796,40.7563,2
-73.9867,40.7615,2
-73.973,40.7495,2
-73.9883,40.7696,2
-73.9699,40.7507,2
-73.9847,40.7632,2
-73.9789,40.7407,2
-73.9763,40.7511,2
-73.9743,40.7467,2
-73.9807,40.7424,2
-73.9814,40.7634,2
-73.974,40.7514,2
-73.9863,40.7616,2
-73.9734,40.744,2
-73.9734,40.7529,2
-73.9751,40.7503,2
-73.9779,40.7524,2
-73.9728,40.7523,2
-73.9747,40.7536,2
-73.9749,40.7558,2
-73.9907,40.7711,2
-73.9739,40.748,2
-73.982,40.7399,2
-73.9824,40.763,2
-73.9849,40.7676,2
-73.9697,40.7491,2
-73.9778,40.7592,2
-73.9795,40.7562,2
-73.9747,40.7559,2
-73.9768,40.7533,2
-73.9726,40.7481,2
-73.9787,40.7525,2
-73.9799,40.7552,2
-73.9791,40.7376,2
-73.9869,40.7626,2
-73.9831,40.7607,2
-73.9771,40.743,2
-73.9783,40.7524,2
-73.9781,40.7521,2
-73.9753,40.7571,2
-73.9913,40.7705,2
-73.9855,40.7637,2
-73.9866,40.7617,2
-73.9772,40.743,2
-73.9861,40.7675,2
-73.9858,40.7622,2
-73.9745,40.7421,2
-73.9836,40.7616,2
-73.9765,40.7396,2
-73.9769,40.7519,2
-73.9815,40.7571,2
-73.9843,40.7603,2
-73.9722,40.7465,2
-73.9816,40.7406,2
-73.9726,40.7434,2
-73.9763,40.756,2
-73.9855,40.763,2
-73.9874,40.7686,2
-73.9782,40.7525,2
-73.9784,40.7571,2
-73.9708,40.7516,2
-73.9727,40.7527,2
-73.9759,40.7525,2
-73.9753,40.7512,2
-73.981,40.7595,2
-73.9716,40.7512,2
-73.9717,40.7506,2
-73.9763,40.7398,2
-73.9764,40.7582,2
-73.9741,40.7429,2
-73.9756,40.7558,2
-73.9745,40.7424,2
-73.9849,40.7639,2
-73.9833,40.7633,2
-73.975,40.7553,2
-73.9734,40.7481,2
-73.9769,40.7514,2
-73.9774,40.7526,2
-73.9754,40.7456,2
-73.9839,40.763,2
-73.9748,40.7444,2
-73.9843,40.7649,2
-73.9856,40.7677,2
-73.9819,40.7612,2
-73.9739,40.7538,2
-73.9813,40.7585,2
-73.9764,40.7564,2
-73.9847,40.7644,2
-73.9783,40.7532,2
-73.9756,40.7523,2
-73.9782,40.7534,2
-73.9841,40.764,2
-73.978,40.753,2
-73.9811,40.7602,2
-73.9773,40.7542,2
-73.9776,40.7544,2
-73.9862,40.7679,2
-73.9774,40.7593,2
-73.9771,40.7558,2
-73.9775,40.7382,2
-73.9793,40.7553,2
-73.9718,40.7463,2
-73.9751,40.7508,2
-73.9746,40.7425,2
-73.9769,40.7505,2
-73.9772,40.752,2
-73.9803,40.7427,2
-73.9737,40.7527,2
-73.9886,40.771,2
-73.9926,40.7689,2
-73.992,40.7706,2
-73.9758,40.7527,2
-73.9778,40.7537,2
-73.9813,40.7625,2
-73.9792,40.7616,2
-73.9783,40.7529,2
-73.9771,40.743,2
-73.9777,40.7424,2
-73.9893,40.7682,2
-73.9782,40.7525,2
-73.9708,40.7485,2
-73.9834,40.761,2
-73.974,40.7516,2
-73.9796,40.7397,2
-73.9862,40.7622,2
-73.9777,40.7527,2
-73.9735,40.748,2
-73.9808,40.7601,2
-73.9855,40.7632,2
-73.9742,40.7432,2
-73.9809,40.742,2
-73.9774,40.7426,2
-73.9772,40.756,2
-73.9858,40.7639,2
-73.9874,40.771,2
-73.9782,40.7525,2
-73.9781,40.7418,2
-73.9769,40.7517,2
-73.9779,40.7534,2
-73.9785,40.7525,2
-73.9785,40.7585,2
-73.991,40.7701,2
-73.9819,40.7406,2
-73.9791,40.7599,2
-73.9748,40.7419,2
-73.9804,40.7623,2
-73.9804,40.7427,2
-73.9739,40.7474,2
-73.975,40.7501,2
-73.9917,40.7695,2
-73.9781,40.7419,2
-73.9817,40.7582,2
-73.9788,40.757,2
-73.9864,40.7667,2
-73.9729,40.7543,2
-73.9754,40.7372,2
-73.9813,40.7639,2
-73.9872,40.7659,2
-73.9803,40.7609,2
-73.9768,40.752,2
-73.979,40.7542,2
-73.9761,40.7445,2
-73.973,40.7487,2
-73.976,40.7505,2
-73.9864,40.7618,2
-73.9736,40.7483,2
-73.9748,40.7517,2
-73.9786,40.7525,2
-73.9827,40.7571,2
-73.9777,40.752,2
-73.9811,40.7416,2
-73.9761,40.7516,2
-73.9861,40.7677,2
-73.9756,40.7523,2
-73.9757,40.7451,2
-73.9755,40.7553,2
-73.983,40.7622,2
-73.9859,40.7625,2
-73.9765,40.7396,2
-73.9773,40.752,2
-73.9845,40.762,2
-73.9895,40.7676,2
-73.9854,40.7599,2
-73.9749,40.7533,2
-73.9794,40.7535,2
-73.982,40.7626,2
-73.9738,40.7381,2
-73.9827,40.76,2
-73.9859,40.7624,2
-73.9775,40.7541,2
-73.9826,40.7577,2
-73.9818,40.7633,2
-73.9801,40.7564,2
-73.9799,40.7618,2
-73.9882,40.7698,2
-73.9828,40.7395,2
-73.9738,40.7503,2
-73.9795,40.7399,2
-73.9776,40.7579,2
-73.9778,40.7568,2
-73.9757,40.7512,2
-73.9725,40.7465,2
-73.9877,40.7688,2
-73.9756,40.7548,2
-73.9829,40.7611,2
-73.9873,40.7659,2
-73.9777,40.7539,2
-73.9735,40.7505,2
-73.9778,40.7532,2
-73.9785,40.7524,2
-73.9886,40.7691,2
-73.9836,40.7631,2
-73.9778,40.7536,2
-73.9791,40.7551,2
-73.978,40.7539,2
-73.9841,40.7602,2
-73.9692,40.7495,2
-73.9801,40.7543,2
-73.9815,40.758,2
-73.9789,40.7567,2
-73.9764,40.7515,2
-73.9894,40.7681,2
-73.9725,40.7533,2
-73.978,40.7573,2
-73.9815,40.741,2
-73.9736,40.748,2
-73.9802,40.7618,2
-73.9725,40.7497,2
-73.975,40.7537,2
-73.9781,40.7532,2
-73.985,40.7626,2
-73.9743,40.7482,2
-73.9822,40.7403,2
-73.9782,40.7596,2
-73.9799,40.761,2
-73.9759,40.7448,2
-73.9738,40.7435,2
-73.9813,40.7574,2
-73.976,40.7573,2
-73.976,40.7451,2
-73.9743,40.7536,2
-73.9815,40.7607,2
-73.9825,40.7648,2
-73.9848,40.7618,2
-73.9783,40.7523,2
-73.974,40.7433,2
-73.9776,40.742,2
-73.9786,40.7409,2
-73.9779,40.7523,2
-73.9918,40.7693,2
-73.9771,40.7521,2
-73.9782,40.7524,2
-73.9806,40.7631,2
-73.9886,40.7657,2
-73.9765,40.7517,2
-73.9833,40.7606,2
-73.9719,40.7509,2
-73.9883,40.7642,2
-73.9869,40.7665,2
-73.9761,40.7523,2
-73.9899,40.768,2
-73.9733,40.7436,2
-73.974,40.7432,2
-73.9748,40.7355,2
-73.9851,40.7612,2
-73.9728,40.7491,2
-73.9763,40.7566,2
-73.9782,40.7414,2
-73.9821,40.7401,2
-73.9765,40.7566,2
-73.9844,40.7611,2
-73.9755,40.7452,2
-73.9806,40.7598,2
-73.9854,40.7622,2
-73.9805,40.7548,2
-73.9734,40.7545,2
-73.9759,40.7507,2
-73.978,40.7522,2
-73.9877,40.77,2
-73.9788,40.7542,2
-73.9822,40.7626,2
-73.981,40.7628,2
-73.9754,40.7521,2
-73.9853,40.7603,2
-73.9818,40.7621,2
-73.9727,40.7436,2
-73.9776,40.7579,2
-73.9876,40.7654,2
-73.9867,40.7656,2
-73.9794,40.7552,2
-73.9781,40.7375,2
-73.9827,40.7616,2
-73.9768,40.7514,2
-73.977,40.7524,2
-73.9792,40.7616,2
-73.9886,40.7632,2
-73.9876,40.7628,2
-73.9725,40.749,2
-73.9901,40.7671,2
-73.9768,40.7511,2
-73.9812,40.7418,2
-73.9767,40.7452,2
-73.9772,40.7521,2
-73.9755,40.7523,2
-73.9779,40.7524,2
-73.9775,40.7519,2
-73.9801,40.7428,2
-73.9795,40.7406,2
-73.9827,40.7643,2
-73.9785,40.7538,2
-73.9786,40.7569,2
-73.978,40.7546,2
-73.976,40.7447,2
-73.9865,40.7617,2
-73.9827,40.7664,2
-73.9733,40.7588,2
-73.9745,40.7585,2
-73.9703,40.7523,2
-73.9787,40.7627,2
-73.9755,40.7613,2
-73.982,40.7665,2
-73.9724,40.7584,2
-73.9746,40.7563,2
-73.972,40.7555,2
-73.9809,40.7643,2
-73.9807,40.7646,2
-73.9714,40.7538,2
-73.9704,40.754,2
-73.9788,40.7624,2
-73.9712,40.757,2
-73.9742,40.758,2
-73.9706,40.7521,2
-73.9749,40.7579,2
-73.9805,40.7648,2
-73.9849,40.7691,2
-73.9675,40.7534,2
-73.9719,40.7542,2
-73.9834,40.7678,2
-73.972,40.7555,2
-73.9802,40.7651,2
-73.9744,40.76,2
-73.9665,40.7534,2
-73.9816,40.7653,2
-73.9809,40.7659,2
-73.9761,40.7614,2
-73.973,40.7557,2
-73.9785,40.763,2
-73.9765,40.7596,2
-73.9787,40.7633,2
-73.9747,40.7597,2
-73.9837,40.7682,2
-73.97,40.7528,2
-73.9793,40.763,2
-73.9848,40.7694,2
-73.9809,40.764,2
-73.9697,40.7536,2
-73.9702,40.7564,2
-73.9835,40.7678,2
-73.981,40.7648,2
-73.975,40.7588,2
-73.971,40.7557,2
-73.9753,40.7604,2
-73.986,40.7698,2
-73.9808,40.7646,2
-73.9787,40.7622,2
-73.9744,40.7589,2
-73.9834,40.7678,2
-73.9687,40.7548,2
-73.9717,40.7575,2
-73.9828,40.766,2
-73.9734,40.7552,2
-73.9812,40.7642,2
-73.9781,40.7632,2
-73.9749,40.7588,2
-73.9702,40.7526,2
-73.9829,40.7678,2
-73.976,40.7617,2
-73.9747,40.7566,2
-73.9722,40.7558,2
-73.9848,40.7684,2
-73.9784,40.7639,2
-73.9847,40.7685,2
-73.9675,40.7524,2
-73.9806,40.7657,2
-73.9723,40.7564,2
-73.9775,40.761,2
-73.9773,40.7605,2
-73.9661,40.7505,2
-73.9724,40.7573,2
-73.9734,40.7574,2
-73.9728,40.756,2
-73.9691,40.7541,2
-73.9761,40.7599,2
-73.9705,40.7531,2
-73.9711,40.757,2
-73.9773,40.7627,2
-73.9703,40.7531,2
-73.9749,40.7568,2
-73.9864,40.7709,2
-73.9743,40.7586,2
-73.9739,40.7569,2
-73.9731,40.7568,2
-73.974,40.7585,2
-73.9667,40.753,2
-73.9835,40.768,2
-73.9706,40.7538,2
-73.973,40.7574,2
-73.9717,40.7576,2
-73.981,40.7647,2
-73.9741,40.7558,2
-73.9742,40.7582,2
-73.9791,40.7621,2
-73.9833,40.7665,2
-73.9718,40.7555,2
-73.9706,40.7524,2
-73.9685,40.7507,2
-73.9819,40.7671,2
-73.9795,40.7626,2
-73.9721,40.7542,2
-73.973,40.7557,2
-73.9687,40.7549,2
-73.9813,40.7661,2
-73.9674,40.7538,2
-73.9712,40.7552,2
-73.9806,40.7646,2
-73.9851,40.7686,2
-73.9827,40.7663,2
-73.9715,40.7569,2
-73.9717,40.7564,2
-73.9666,40.7532,2
-73.9726,40.7562,2
-73.9706,40.7555,2
-73.979,40.762,2
-73.985,40.7691,2
-73.9839,40.7672,2
-73.9831,40.7676,2
-73.9789,40.7621,2
-73.9685,40.7547,2
-73.9728,40.7589,2
-73.9831,40.7664,2
-73.9747,40.7583,2
-73.9698,40.7537,2
-73.9805,40.7649,2
-73.9723,40.756,2
-73.9686,40.755,2
-73.985,40.7684,2
-73.9726,40.754,2
-73.9759,40.7584,2
-73.9831,40.7668,2
-73.9719,40.7573,2
-73.9678,40.754,2
-73.9709,40.7559,2
-73.9719,40.757,2
-73.9795,40.7627,2
-73.9719,40.7571,2
-73.9722,40.754,2
-73.9787,40.7613,2
-73.9795,40.763,2
-73.9791,40.7634,2
-73.9691,40.7542,2
-73.979,40.7641,2
-73.9731,40.758,2
-73.9778,40.7611,2
-73.9734,40.7575,2
-73.9714,40.7565,2
-73.9788,40.763,2
-73.9753,40.7612,2
-73.9704,40.7523,2
-73.971,40.7574,2
-73.969,40.7524,2
-73.9721,40.7572,2
-73.9721,40.7572,2
-73.9686,40.7547,2
-73.9803,40.7656,2
-73.976,40.7598,2
-73.9756,40.7602,2
-73.9795,40.7631,2
-73.9808,40.7647,2
-73.9751,40.7576,2
-73.9724,40.7545,2
-73.9694,40.7554,2
-73.9706,40.7517,2
-73.9703,40.7521,2
-73.9758,40.7584,2
-73.9711,40.7554,2
